Year,Period,Region,Site,Prey_Type,Eel_Prey_Count,mean_count,Eel_SE,Eel_SD,Eel_min,Eel_max,Eel_Total_Species,Eel_Proportion,Eel_sample_size_unique,Eel_sample_size,TT_Count,sum_count_forselectivity,mean_count_for_selectivity,mean_count_for_regression,TT_SE,TT_SD,adjusted_TT_count,Total_Species,TT_Proportion,TT_min,TT_max,TT_sample_size_unique,TT_sample_size
2023,4,TSL,CP,Coleoptera,0,0,,,0,0,2,0,1,1,7,7,0.318181818,0.333333333,0.143648601,0.658280589,18,1844,0.009761388,0,2,3,21
2023,4,TSL,CP,Crayfish,0,0,,,0,0,2,0,1,1,2,2,0.090909091,0.095238095,0.065638327,0.300792604,2,1844,0.001084599,0,1,2,21
2023,4,TSL,CP,Diptera,0,0,,,0,0,2,0,1,1,0,1,0.045454545,0,0,0,0,1844,0,0,0,1,21
2023,4,TSL,CP,Fish,0,0,,,0,0,2,0,1,1,541,541,24.59090909,25.76190476,2.343079742,10.73734028,652,1844,0.353579176,6,48,16,21
2023,4,TSL,CP,Gastropoda,1,1,,,1,1,2,0.5,1,1,198,198,9,9.428571429,2.661517137,12.19660374,792,1844,0.429501085,0,45,14,21
2023,4,TSL,CP,Hemiptera,0,0,,,0,0,2,0,1,1,172,172,7.818181818,8.19047619,0.940159682,4.308352906,172,1844,0.093275488,0,20,10,21
2023,4,TSL,CP,Miscellaneous,0,0,,,0,0,2,0,1,1,3,3,0.136363636,0.142857143,0.07824608,0.358568583,3,1844,0.001626898,0,1,2,21
2023,4,TSL,CP,Odonata,1,1,,,1,1,2,0.5,1,1,72,72,3.272727273,3.428571429,0.528120786,2.420153478,82,1844,0.044468547,0,8,9,21
2023,4,TSL,CP,Shrimp,0,0,,,0,0,2,0,1,1,108,108,4.909090909,5.142857143,1.274821583,5.841966401,123,1844,0.06670282,0,28,11,21
2023,4,TSL,CP,UknownInsects,0,0,,,0,0,2,0,1,1,,,,,,,,,,,,,
2023,4,TSL,MD,Coleoptera,0,0,,,0,0,1,0,1,1,4,4,0.181818182,0.19047619,0.087805185,0.402373908,11,1321,0.008327025,0,1,2,21
2023,4,TSL,MD,Crayfish,0,0,,,0,0,1,0,1,1,0,1,0.045454545,0,0,0,0,1321,0,0,0,1,21
2023,4,TSL,MD,Diptera,0,0,,,0,0,1,0,1,1,0,1,0.045454545,0,0,0,0,1321,0,0,0,1,21
2023,4,TSL,MD,Fish,1,1,,,1,1,1,1,1,1,647,647,29.40909091,30.80952381,3.044604164,13.95212904,780,1321,0.590461771,7,54,17,21
2023,4,TSL,MD,Gastropoda,0,0,,,0,0,1,0,1,1,2,2,0.090909091,0.095238095,0.065638327,0.300792604,8,1321,0.006056018,0,1,2,21
2023,4,TSL,MD,Hemiptera,0,0,,,0,0,1,0,1,1,65,65,2.954545455,3.095238095,0.511323036,2.343176517,65,1321,0.049205148,0,7,8,21
2023,4,TSL,MD,Miscellaneous,0,0,,,0,0,1,0,1,1,5,5,0.227272727,0.238095238,0.117610372,0.538958431,5,1321,0.003785011,0,2,3,21
2023,4,TSL,MD,Odonata,0,0,,,0,0,1,0,1,1,169,169,7.681818182,8.047619048,1.498374024,6.866412385,192,1321,0.145344436,0,27,14,21
2023,4,TSL,MD,Shrimp,0,0,,,0,0,1,0,1,1,229,229,10.40909091,10.9047619,2.011756827,9.219027942,260,1321,0.19682059,0,39,14,21
2023,4,TSL,MD,UknownInsects,0,0,,,0,0,1,0,1,1,,,,,,,,,,,,,
2023,4,TSL,TS,Coleoptera,0,0,0,0,0,0,18,0,1,4,5,5,0.227272727,0.238095238,0.117610372,0.538958431,13,770,0.016883117,0,2,3,21
2023,4,TSL,TS,Crayfish,0,0,0,0,0,0,18,0,1,4,2,2,0.090909091,0.095238095,0.095238095,0.43643578,2,770,0.002597403,0,2,2,21
2023,4,TSL,TS,Diptera,0,0,0,0,0,0,18,0,1,4,0,1,0.045454545,0,0,0,0,770,0,0,0,1,21
2023,4,TSL,TS,Fish,1,0.25,0.25,0.5,0,1,18,0.055555556,2,4,389,389,17.68181818,18.52380952,1.314061403,6.021785845,469,770,0.609090909,8,27,15,21
2023,4,TSL,TS,Gastropoda,10,2.5,2.179449472,4.358898944,0,9,18,0.555555556,3,4,2,2,0.090909091,0.095238095,0.065638327,0.300792604,8,770,0.01038961,0,1,2,21
2023,4,TSL,TS,Hemiptera,1,0.25,0.25,0.5,0,1,18,0.055555556,2,4,47,47,2.136363636,2.238095238,0.351220741,1.609495632,47,770,0.061038961,0,6,6,21
2023,4,TSL,TS,Miscellaneous,0,0,0,0,0,0,18,0,1,4,2,2,0.090909091,0.095238095,0.065638327,0.300792604,2,770,0.002597403,0,1,2,21
2023,4,TSL,TS,Odonata,4,1,0.707106781,1.414213562,0,3,18,0.222222222,3,4,56,56,2.545454545,2.666666667,0.499205718,2.287647992,64,770,0.083116883,0,7,7,21
2023,4,TSL,TS,Shrimp,1,0.25,0.25,0.5,0,1,18,0.055555556,2,4,145,145,6.590909091,6.904761905,1.407301981,6.449067854,165,770,0.214285714,1,32,11,21
2023,4,TSL,TS,UknownInsects,1,0.25,0.25,0.5,0,1,18,0.055555556,2,4,,,,,,,,,,,,,
2023,4,WCA 3A,10,Coleoptera,0,0,,,0,0,2,0,1,1,6,6,0.375,0.4,0.213808994,0.828078671,16,370,0.043243243,0,3,3,15
2023,4,WCA 3A,10,Crayfish,1,1,,,1,1,2,0.5,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,1,370,0.002702703,0,1,2,15
2023,4,WCA 3A,10,Diptera,0,0,,,0,0,2,0,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,4,370,0.010810811,0,1,2,15
2023,4,WCA 3A,10,Fish,1,1,,,1,1,2,0.5,1,1,222,222,13.875,14.8,1.773347655,6.868145934,267,370,0.721621622,5,25,13,15
2023,4,WCA 3A,10,Gastropoda,0,0,,,0,0,2,0,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,4,370,0.010810811,0,1,2,15
2023,4,WCA 3A,10,Hemiptera,0,0,,,0,0,2,0,1,1,30,30,1.875,2,0.414039336,1.603567451,30,370,0.081081081,0,5,6,15
2023,4,WCA 3A,10,Miscellaneous,0,0,,,0,0,2,0,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,1,370,0.002702703,0,1,2,15
2023,4,WCA 3A,10,Odonata,0,0,,,0,0,2,0,1,1,5,5,0.3125,0.333333333,0.159363815,0.6172134,6,370,0.016216216,0,2,3,15
2023,4,WCA 3A,10,Shrimp,0,0,,,0,0,2,0,1,1,36,36,2.25,2.4,0.4,1.549193338,41,370,0.110810811,0,4,5,15
2023,4,WCA 3A,10,UknownInsects,0,0,,,0,0,2,0,1,1,,,,,,,,,,,,,
2023,4,WCA 3A,2,Coleoptera,0,0,0,0,0,0,23,0,1,11,1,1,0.0625,0.066666667,0.066666667,0.25819889,3,483,0.00621118,0,1,2,15
2023,4,WCA 3A,2,Crayfish,7,0.636363636,0.203278907,0.674199862,0,2,23,0.304347826,3,11,10,10,0.625,0.666666667,0.287297202,1.112697281,11,483,0.022774327,0,4,4,15
2023,4,WCA 3A,2,Diptera,0,0,0,0,0,0,23,0,1,11,2,2,0.125,0.133333333,0.133333333,0.516397779,8,483,0.016563147,0,2,2,15
2023,4,WCA 3A,2,Fish,3,0.272727273,0.194978278,0.646669791,0,2,23,0.130434783,3,11,169,169,10.5625,11.26666667,1.277895095,4.94926642,204,483,0.422360248,6,22,9,15
2023,4,WCA 3A,2,Gastropoda,0,0,0,0,0,0,23,0,1,11,2,2,0.125,0.133333333,0.133333333,0.516397779,8,483,0.016563147,0,2,2,15
2023,4,WCA 3A,2,Hemiptera,0,0,0,0,0,0,23,0,1,11,20,20,1.25,1.333333333,0.398409536,1.5430335,20,483,0.041407867,0,5,6,15
2023,4,WCA 3A,2,Miscellaneous,0,0,0,0,0,0,23,0,1,11,6,6,0.375,0.4,0.213808994,0.828078671,6,483,0.01242236,0,3,3,15
2023,4,WCA 3A,2,Odonata,12,1.090909091,0.342571703,1.136181804,0,3,23,0.52173913,4,11,55,55,3.4375,3.666666667,1.072010424,4.151878519,62,483,0.128364389,0,10,8,15
2023,4,WCA 3A,2,Shrimp,1,0.090909091,0.090909091,0.301511345,0,1,23,0.043478261,2,11,142,142,8.875,9.466666667,1.838391291,7.120058855,161,483,0.333333333,0,23,11,15
2023,4,WCA 3A,2,UknownInsects,0,0,0,0,0,0,23,0,1,11,,,,,,,,,,,,,
2023,4,WCA 3A,3,Coleoptera,0,0,,,0,0,1,0,1,1,3,3,0.1875,0.2,0.113227703,0.43852901,8,84,0.095238095,0,1,2,15
2023,4,WCA 3A,3,Crayfish,0,0,,,0,0,1,0,1,1,3,3,0.1875,0.2,0.106904497,0.414039336,3,84,0.035714286,0,1,2,15
2023,4,WCA 3A,3,Diptera,0,0,,,0,0,1,0,1,1,0,1,0.0625,0,0,0,0,84,0,0,0,1,15
2023,4,WCA 3A,3,Fish,0,0,,,0,0,1,0,1,1,12,12,0.75,0.8,0.340867241,1.320173149,14,84,0.166666667,0,5,4,15
2023,4,WCA 3A,3,Gastropoda,0,0,,,0,0,1,0,1,1,0,1,0.0625,0,0,0,0,84,0,0,0,1,15
2023,4,WCA 3A,3,Hemiptera,0,0,,,0,0,1,0,1,1,42,42,2.625,2.8,0.606939922,2.350668208,42,84,0.5,1,8,7,15
2023,4,WCA 3A,3,Miscellaneous,0,0,,,0,0,1,0,1,1,2,2,0.125,0.133333333,0.143222975,0.554700196,2,84,0.023809524,0,2,2,15
2023,4,WCA 3A,3,Odonata,1,1,,,1,1,1,1,1,1,7,7,0.4375,0.466666667,0.429668924,1.664100589,8,84,0.095238095,0,6,3,15
2023,4,WCA 3A,3,Shrimp,0,0,,,0,0,1,0,1,1,6,6,0.375,0.4,0.170469437,0.660225292,7,84,0.083333333,0,2,3,15
2023,4,WCA 3A,3,UknownInsects,0,0,,,0,0,1,0,1,1,,,,,,,,,,,,,
2023,4,WCA 3A,4,Coleoptera,0,0,0,0,0,0,2,0,1,3,0,1,0.0625,0,0,0,0,0,,0,0,1,15
2023,4,WCA 3A,4,Crayfish,1,0.333333333,0.333333333,0.577350269,0,1,2,0.5,2,3,,,,,,,,,,,,,
2023,4,WCA 3A,4,Diptera,0,0,0,0,0,0,2,0,1,3,0,1,0.0625,0,0,0,0,0,,0,0,1,15
2023,4,WCA 3A,4,Fish,1,0.333333333,0.333333333,0.577350269,0,1,2,0.5,2,3,,,,,,,,,,,,,
2023,4,WCA 3A,4,Gastropoda,0,0,0,0,0,0,2,0,1,3,0,1,0.0625,0,0,0,0,0,,0,0,1,15
2023,4,WCA 3A,4,Hemiptera,0,0,0,0,0,0,2,0,1,3,0,1,0.0625,0,0,0,0,0,,0,0,1,15
2023,4,WCA 3A,4,Miscellaneous,0,0,0,0,0,0,2,0,1,3,0,1,0.0625,0,0,0,0,0,,0,0,1,15
2023,4,WCA 3A,4,Odonata,0,0,0,0,0,0,2,0,1,3,0,1,0.0625,0,0,0,0,0,,0,0,1,15
2023,4,WCA 3A,4,Shrimp,0,0,0,0,0,0,2,0,1,3,0,1,0.0625,0,0,0,0,0,,0,0,1,15
2023,4,WCA 3A,4,UknownInsects,0,0,0,0,0,0,2,0,1,3,,,,,,,,,,,,,
2023,4,WCA 3A,5,Coleoptera,0,0,0,0,0,0,5,0,1,3,1,1,0.0625,0.066666667,0.066666667,0.25819889,3,199,0.015075377,0,1,2,15
2023,4,WCA 3A,5,Crayfish,0,0,0,0,0,0,5,0,1,3,,,,,,,,,,,,,
2023,4,WCA 3A,5,Diptera,2,0.666666667,0.333333333,0.577350269,0,1,5,0.4,2,3,0,1,0.0625,0,0,0,0,199,0,0,0,1,15
2023,4,WCA 3A,5,Fish,2,0.666666667,0.333333333,0.577350269,0,1,5,0.4,2,3,,,,,,,,,,,,,
2023,4,WCA 3A,5,Gastropoda,0,0,0,0,0,0,5,0,1,3,6,6,0.375,0.4,0.190237946,0.736788398,24,199,0.120603015,0,2,3,15
2023,4,WCA 3A,5,Hemiptera,0,0,0,0,0,0,5,0,1,3,9,9,0.5625,0.6,0.254483604,0.985610761,9,199,0.045226131,0,3,4,15
2023,4,WCA 3A,5,Miscellaneous,0,0,0,0,0,0,5,0,1,3,3,3,0.1875,0.2,0.106904497,0.414039336,3,199,0.015075377,0,1,2,15
2023,4,WCA 3A,5,Odonata,0,0,0,0,0,0,5,0,1,3,42,42,2.625,2.8,0.884792147,3.426785249,48,199,0.24120603,0,12,7,15
2023,4,WCA 3A,5,Shrimp,1,0.333333333,0.333333333,0.577350269,0,1,5,0.2,2,3,99,99,6.1875,6.6,1.997140813,7.73489311,112,199,0.56281407,0,24,11,15
2023,4,WCA 3A,5,UknownInsects,0,0,0,0,0,0,5,0,1,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,Coleoptera,0,0,0,0,0,0,5,0,1,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,Crayfish,1,0.333333333,0.333333333,0.577350269,0,1,5,0.2,2,3,5,5,0.3125,0.333333333,0.210818511,0.816496581,6,266,0.022556391,0,3,3,15
2023,4,WCA 3B,7,Diptera,1,0.333333333,0.333333333,0.577350269,0,1,5,0.2,2,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,Fish,0,0,0,0,0,0,5,0,1,3,216,216,13.5,14.4,2.13541565,8.270429251,260,266,0.977443609,1,35,13,15
2023,4,WCA 3B,7,Gastropoda,1,0.333333333,0.333333333,0.577350269,0,1,5,0.2,2,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,Hemiptera,0,0,0,0,0,0,5,0,1,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,Miscellaneous,0,0,0,0,0,0,5,0,1,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,Odonata,1,0.333333333,0.333333333,0.577350269,0,1,5,0.2,2,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,Shrimp,1,0.333333333,0.333333333,0.577350269,0,1,5,0.2,2,3,,,,,,,,,,,,,
2023,4,WCA 3B,7,UknownInsects,0,0,0,0,0,0,5,0,1,3,,,,,,,,,,,,,
2024,1,PHD,A62,Coleoptera,0,0,0,0,0,0,23,0,1,10,1,1,0.045454545,0.047619048,0.058321184,0.267261242,3,520,0.005769231,0,1,2,21
2024,1,PHD,A62,Crayfish,0,0,0,0,0,0,23,0,1,10,1,1,0.045454545,0.047619048,0.058321184,0.267261242,1,520,0.001923077,0,1,2,21
2024,1,PHD,A62,Diptera,1,0.1,0.1,0.316227766,0,1,23,0.043478261,2,10,0,1,0.045454545,0,0,0,0,520,0,0,0,1,21
2024,1,PHD,A62,Fish,2,0.2,0.133333333,0.421637021,0,1,23,0.086956522,2,10,81,81,3.681818182,3.857142857,0.98775867,4.526478873,98,520,0.188461538,0,15,9,21
2024,1,PHD,A62,Gastropoda,4,0.4,0.4,1.264911064,0,4,23,0.173913043,2,10,74,74,3.363636364,3.523809524,1.123927479,5.150482747,296,520,0.569230769,0,18,9,21
2024,1,PHD,A62,Hemiptera,1,0.1,0.1,0.316227766,0,1,23,0.043478261,2,10,36,36,1.636363636,1.714285714,0.416810546,1.910065875,36,520,0.069230769,0,6,7,21
2024,1,PHD,A62,Miscellaneous,0,0,0,0,0,0,23,0,1,10,0,1,0.045454545,0,0,0,0,520,0,0,0,1,21
2024,1,PHD,A62,Odonata,10,1,0.394405319,1.247219129,0,4,23,0.434782609,4,10,16,16,0.727272727,0.761904762,0.268725698,1.231455852,18,520,0.034615385,0,4,4,21
2024,1,PHD,A62,Shrimp,3,0.3,0.152752523,0.483045892,0,1,23,0.130434783,2,10,60,60,2.727272727,2.857142857,0.702838679,3.220811446,68,520,0.130769231,1,12,8,21
2024,1,PHD,A62,UknownInsects,2,0.2,0.133333333,0.421637021,0,1,23,0.086956522,2,10,,,,,,,,,,,,,
2024,1,SRS,23,Coleoptera,0,0,,,0,0,3,0,1,1,2,2,0.090909091,0.095238095,0.065638327,0.300792604,5,295,0.016949153,0,1,2,21
2024,1,SRS,23,Crayfish,1,1,,,1,1,3,0.333333333,1,1,14,14,0.636363636,0.666666667,0.570435645,2.614064524,16,295,0.054237288,0,12,3,21
2024,1,SRS,23,Diptera,0,0,,,0,0,3,0,1,1,0,1,0.045454545,0,0,0,0,295,0,0,0,1,21
2024,1,SRS,23,Fish,0,0,,,0,0,3,0,1,1,33,33,1.5,1.571428571,0.272304352,1.247855303,40,295,0.13559322,0,4,5,21
2024,1,SRS,23,Gastropoda,0,0,,,0,0,3,0,1,1,5,5,0.227272727,0.238095238,0.117610372,0.538958431,20,295,0.06779661,0,2,3,21
2024,1,SRS,23,Hemiptera,0,0,,,0,0,3,0,1,1,31,31,1.409090909,1.476190476,0.381844194,1.749829924,31,295,0.105084746,0,6,7,21
2024,1,SRS,23,Miscellaneous,0,0,,,0,0,3,0,1,1,0,1,0.045454545,0,0,0,0,295,0,0,0,1,21
2024,1,SRS,23,Odonata,2,2,,,2,2,3,0.666666667,1,1,64,64,2.909090909,3.047619048,0.641709734,2.940683432,73,295,0.247457627,0,9,8,21
2024,1,SRS,23,Shrimp,0,0,,,0,0,3,0,1,1,97,97,4.409090909,4.619047619,0.843677298,3.86621508,110,295,0.372881356,0,17,11,21
2024,1,SRS,23,UknownInsects,0,0,,,0,0,3,0,1,1,,,,,,,,,,,,,
2024,1,SRS,37,Coleoptera,0,0,0,0,0,0,12,0,1,5,15,15,0.681818182,0.714285714,0.437214435,2.003568245,39,5681,0.006864989,0,9,4,21
2024,1,SRS,37,Crayfish,4,0.8,0.374165739,0.836660027,0,2,12,0.333333333,3,5,27,27,1.227272727,1.285714286,0.259512887,1.189237451,31,5681,0.005456786,0,3,4,21
2024,1,SRS,37,Diptera,0,0,0,0,0,0,12,0,1,5,4,4,0.181818182,0.19047619,0.148308681,0.679635757,16,5681,0.002816406,0,3,3,21
2024,1,SRS,37,Fish,0,0,0,0,0,0,12,0,1,5,768,768,34.90909091,36.57142857,4.937018296,22.62426005,925,5681,0.162823447,10,98,18,21
2024,1,SRS,37,Gastropoda,0,0,0,0,0,0,12,0,1,5,120,120,5.454545455,5.714285714,0.845556613,3.874827185,480,5681,0.084492167,0,14,10,21
2024,1,SRS,37,Hemiptera,0,0,0,0,0,0,12,0,1,5,358,358,16.27272727,17.04761905,3.38939255,15.53214792,358,5681,0.063017074,1,68,16,21
2024,1,SRS,37,Miscellaneous,0,0,0,0,0,0,12,0,1,5,30,30,1.363636364,1.428571429,0.335029697,1.535298947,30,5681,0.00528076,0,6,5,21
2024,1,SRS,37,Odonata,4,0.8,0.374165739,0.836660027,0,2,12,0.333333333,3,5,624,624,28.36363636,29.71428571,2.212672223,10.13973795,709,5681,0.124801971,17,59,17,21
2024,1,SRS,37,Shrimp,4,0.8,0.489897949,1.095445115,0,2,12,0.333333333,2,5,2722,2722,123.7272727,129.6190476,8.101874031,37.12745102,3093,5681,0.5444464,66,230,18,21
2024,1,SRS,37,UknownInsects,0,0,0,0,0,0,12,0,1,5,,,,,,,,,,,,,
2024,1,SRS,6,Coleoptera,0,0,0,0,0,0,4,0,1,2,1,1,0.045454545,0.047619048,0.047619048,0.21821789,3,1275,0.002352941,0,1,2,21
2024,1,SRS,6,Crayfish,2,1,1,1.414213562,0,2,4,0.5,2,2,9,9,0.409090909,0.428571429,0.176896911,0.810643483,10,1275,0.007843137,0,3,4,21
2024,1,SRS,6,Diptera,0,0,0,0,0,0,4,0,1,2,0,1,0.045454545,0,0,0,0,1275,0,0,0,1,21
2024,1,SRS,6,Fish,0,0,0,0,0,0,4,0,1,2,244,244,11.09090909,11.61904762,2.055742469,9.420595472,294,1275,0.230588235,3,41,13,21
2024,1,SRS,6,Gastropoda,0,0,0,0,0,0,4,0,1,2,3,3,0.136363636,0.142857143,0.104328106,0.478091444,12,1275,0.009411765,0,2,3,21
2024,1,SRS,6,Hemiptera,0,0,0,0,0,0,4,0,1,2,102,102,4.636363636,4.857142857,1.44302215,6.612758232,102,1275,0.08,0,22,9,21
2024,1,SRS,6,Miscellaneous,0,0,0,0,0,0,4,0,1,2,1,1,0.045454545,0.047619048,0.047619048,0.21821789,1,1275,0.000784314,0,1,2,21
2024,1,SRS,6,Odonata,1,0.5,0.5,0.707106781,0,1,4,0.25,2,2,245,245,11.13636364,11.66666667,1.647990599,7.552041667,278,1275,0.218039216,1,35,18,21
2024,1,SRS,6,Shrimp,0,0,0,0,0,0,4,0,1,2,506,506,23,24.0952381,5.589916416,25.6162151,575,1275,0.450980392,5,120,16,21
2024,1,SRS,6,UknownInsects,1,0.5,0.5,0.707106781,0,1,4,0.25,2,2,,,,,,,,,,,,,
2024,1,SRS,8,Coleoptera,0,0,0,0,0,0,4,0,1,3,14,14,0.636363636,0.666666667,0.199204768,0.912870929,37,3807,0.009718939,0,3,4,21
2024,1,SRS,8,Crayfish,3,1,0,0,1,1,4,0.75,1,3,15,15,0.681818182,0.714285714,0.184427778,0.845154255,17,3807,0.004465458,0,3,4,21
2024,1,SRS,8,Diptera,0,0,0,0,0,0,4,0,1,3,2,2,0.090909091,0.095238095,0.065638327,0.300792604,8,3807,0.002101392,0,1,2,21
2024,1,SRS,8,Fish,0,0,0,0,0,0,4,0,1,3,528,528,24,25.14285714,4.125002577,18.90313655,636,3807,0.167060678,2,93,16,21
2024,1,SRS,8,Gastropoda,0,0,0,0,0,0,4,0,1,3,83,83,3.772727273,3.952380952,1.180145654,5.40810679,332,3807,0.087207775,0,19,10,21
2024,1,SRS,8,Hemiptera,0,0,0,0,0,0,4,0,1,3,282,282,12.81818182,13.42857143,2.343757086,10.74044426,282,3807,0.074074074,0,32,14,21
2024,1,SRS,8,Miscellaneous,0,0,0,0,0,0,4,0,1,3,17,17,0.772727273,0.80952381,0.29776187,1.364516311,17,3807,0.004465458,0,6,4,21
2024,1,SRS,8,Odonata,1,0.333333333,0.333333333,0.577350269,0,1,4,0.25,2,3,500,500,22.72727273,23.80952381,1.958642688,8.975628377,568,3807,0.149198844,4,40,15,21
2024,1,SRS,8,Shrimp,0,0,0,0,0,0,4,0,1,3,1681,1681,76.40909091,80.04761905,9.985102282,45.75748703,1910,3807,0.501707381,3,207,20,21
2024,1,SRS,8,UknownInsects,0,0,0,0,0,0,4,0,1,3,,,,,,,,,,,,,
2024,1,TSL,MD,Coleoptera,0,0,0,0,0,0,6,0,1,5,4,4,0.181818182,0.19047619,0.087805185,0.402373908,11,2138,0.005144995,0,1,2,21
2024,1,TSL,MD,Crayfish,0,0,0,0,0,0,6,0,1,5,1,1,0.045454545,0.047619048,0.047619048,0.21821789,1,2138,0.000467727,0,1,2,21
2024,1,TSL,MD,Diptera,0,0,0,0,0,0,6,0,1,5,0,1,0.045454545,0,0,0,0,2138,0,0,0,1,21
2024,1,TSL,MD,Fish,0,0,0,0,0,0,6,0,1,5,629,629,28.59090909,29.95238095,3.197079166,14.65085728,758,2138,0.35453695,14,69,16,21
2024,1,TSL,MD,Gastropoda,0,0,0,0,0,0,6,0,1,5,45,45,2.045454545,2.142857143,0.503727602,2.308369864,180,2138,0.084190833,0,10,7,21
2024,1,TSL,MD,Hemiptera,0,0,0,0,0,0,6,0,1,5,73,73,3.318181818,3.476190476,0.656901267,3.010299779,73,2138,0.03414406,0,11,9,21
2024,1,TSL,MD,Miscellaneous,0,0,0,0,0,0,6,0,1,5,9,9,0.409090909,0.428571429,0.130410133,0.597614305,9,2138,0.004209542,0,2,3,21
2024,1,TSL,MD,Odonata,5,1,0.316227766,0.707106781,0,2,6,0.833333333,3,5,389,389,17.68181818,18.52380952,2.312099693,10.59537186,442,2138,0.206735267,3,51,16,21
2024,1,TSL,MD,Shrimp,1,0.2,0.2,0.447213595,0,1,6,0.166666667,2,5,584,584,26.54545455,27.80952381,2.91353087,13.35147575,664,2138,0.310570627,4,56,18,21
2024,1,TSL,MD,UknownInsects,0,0,0,0,0,0,6,0,1,5,,,,,,,,,,,,,
2024,1,TSL,TS,Coleoptera,0,0,0,0,0,0,60,0,1,17,13,13,0.590909091,0.619047619,0.233770242,1.07126983,34,1575,0.021587302,0,4,4,21
2024,1,TSL,TS,Crayfish,1,0.058823529,0.058823529,0.242535625,0,1,60,0.016666667,2,17,2,2,0.090909091,0.095238095,0.065638327,0.300792604,2,1575,0.001269841,0,1,2,21
2024,1,TSL,TS,Diptera,0,0,0,0,0,0,60,0,1,17,1,1,0.045454545,0.047619048,0.047619048,0.21821789,4,1575,0.002539683,0,1,2,21
2024,1,TSL,TS,Fish,1,0.058823529,0.058823529,0.242535625,0,1,60,0.016666667,2,17,338,338,15.36363636,16.0952381,0.970774757,4.448648805,407,1575,0.258412698,9,23,11,21
2024,1,TSL,TS,Gastropoda,16,0.941176471,0.481041977,1.983386883,0,7,60,0.266666667,5,17,34,34,1.545454545,1.619047619,0.334352184,1.532194194,136,1575,0.086349206,0,6,6,21
2024,1,TSL,TS,Hemiptera,1,0.058823529,0.058823529,0.242535625,0,1,60,0.016666667,2,17,124,124,5.636363636,5.904761905,0.723433486,3.315188711,124,1575,0.078730159,1,12,10,21
2024,1,TSL,TS,Miscellaneous,0,0,0,0,0,0,60,0,1,17,5,5,0.227272727,0.238095238,0.117610372,0.538958431,5,1575,0.003174603,0,2,3,21
2024,1,TSL,TS,Odonata,38,2.235294118,0.397874978,1.640480561,0,5,60,0.633333333,6,17,178,178,8.090909091,8.476190476,0.800651662,3.669046847,202,1575,0.128253968,2,17,12,21
2024,1,TSL,TS,Shrimp,3,0.176470588,0.12820291,0.52859414,0,2,60,0.05,3,17,582,582,26.45454545,27.71428571,2.064602876,9.461198958,661,1575,0.41968254,14,52,16,21
2024,1,TSL,TS,UknownInsects,0,0,0,0,0,0,60,0,1,17,,,,,,,,,,,,,
2024,1,WCA 3A,1,Coleoptera,0,0,0,0,0,0,6,0,1,2,0,1,0.0625,0,0,0,0,588,0,0,0,1,15
2024,1,WCA 3A,1,Crayfish,1,0.5,0.5,0.707106781,0,1,6,0.166666667,2,2,,,,,,,,,,,,,
2024,1,WCA 3A,1,Diptera,0,0,0,0,0,0,6,0,1,2,0,1,0.0625,0,0,0,0,588,0,0,0,1,15
2024,1,WCA 3A,1,Fish,1,0.5,0.5,0.707106781,0,1,6,0.166666667,2,2,,,,,,,,,,,,,
2024,1,WCA 3A,1,Gastropoda,2,1,1,1.414213562,0,2,6,0.333333333,2,2,7,7,0.4375,0.466666667,0.236374736,0.915475416,28,588,0.047619048,0,3,4,15
2024,1,WCA 3A,1,Hemiptera,0,0,0,0,0,0,6,0,1,2,4,4,0.25,0.266666667,0.118187368,0.457737708,4,588,0.006802721,0,1,2,15
2024,1,WCA 3A,1,Miscellaneous,0,0,0,0,0,0,6,0,1,2,2,2,0.125,0.133333333,0.090851353,0.351865775,2,588,0.003401361,0,1,2,15
2024,1,WCA 3A,1,Odonata,1,0.5,0.5,0.707106781,0,1,6,0.166666667,2,2,175,175,10.9375,11.66666667,2.837951419,10.99133858,199,588,0.338435374,2,45,13,15
2024,1,WCA 3A,1,Shrimp,1,0.5,0.5,0.707106781,0,1,6,0.166666667,2,2,312,312,19.5,20.8,2.622612293,10.15733373,355,588,0.603741497,3,40,13,15
2024,1,WCA 3A,1,UknownInsects,0,0,0,0,0,0,6,0,1,2,,,,,,,,,,,,,
2024,1,WCA 3A,2,Coleoptera,1,0.2,0.2,0.447213595,0,1,7,0.142857143,2,5,1,1,0.0625,0.066666667,0.066666667,0.25819889,3,1072,0.002798507,0,1,2,15
2024,1,WCA 3A,2,Crayfish,4,0.8,0.374165739,0.836660027,0,2,7,0.571428571,3,5,18,18,1.125,1.2,0.326598632,1.264911064,20,1072,0.018656716,0,4,5,15
