Year,Period,Region,Site,Prey_Type,Eel_Prey_Count,mean_count,Eel_SE,Eel_SD,Eel_min,Eel_max,Eel_Total_Species,Eel_Proportion,Eel_sample_size_unique,Eel_sample_size,TT_Count,sum_count_forselectivity,mean_count_for_selectivity,mean_count_for_regression,TT_SE,TT_SD,adjusted_TT_count,Total_Species,TT_Proportion,TT_min,TT_max,TT_sample_size_unique,TT_sample_size
2023,3,PHD,A59,Odonata,1,1,,,1,1,1,1,1,1,15,15,0.681818182,0.714285714,0.26331621,1.206666464,17,611,0.027823241,0,4,5,21
2023,3,PHD,A59,Shrimp,0,0,,,0,0,1,0,1,1,175,175,7.954545455,8.333333333,3.195406502,14.64319217,199,611,0.325695581,0,39,7,21
2023,3,PHD,A59,UknownInsects,0,0,,,0,0,1,0,1,1,,,,,,,,,,,,,
2023,3,PHD,A62,Coleoptera,0,0,0,0,0,0,28,0,1,18,26,26,1.181818182,1.238095238,0.381409982,1.747840111,68,577,0.117850953,0,6,6,21
2023,3,PHD,A62,Crayfish,1,0.055555556,0.055555556,0.23570226,0,1,28,0.035714286,2,18,0,1,0.045454545,0,0,0,0,577,0,0,0,1,21
2023,3,PHD,A62,Diptera,0,0,0,0,0,0,28,0,1,18,1,1,0.045454545,0.047619048,0.058321184,0.267261242,4,577,0.006932409,0,1,2,21
2023,3,PHD,A62,Fish,1,0.055555556,0.055555556,0.23570226,0,1,28,0.035714286,2,18,131,131,5.954545455,6.238095238,1.486294148,6.811055439,158,577,0.273830156,0,25,12,21
2023,3,PHD,A62,Gastropoda,2,0.111111111,0.076221593,0.323380833,0,1,28,0.071428571,2,18,8,8,0.363636364,0.380952381,0.16495722,0.755928946,32,577,0.055459272,0,2,3,21
2023,3,PHD,A62,Hemiptera,5,0.277777778,0.157711484,0.669113158,0,2,28,0.178571429,3,18,238,238,10.81818182,11.33333333,1.853617392,8.494342008,238,577,0.412478336,9,37,11,21
2023,3,PHD,A62,Miscellaneous,0,0,0,0,0,0,28,0,1,18,0,1,0.045454545,0,0,0,0,577,0,0,0,1,21
2023,3,PHD,A62,Odonata,17,0.944444444,0.189119429,0.802365783,0,3,28,0.607142857,4,18,2,2,0.090909091,0.095238095,0.079242885,0.36313652,2,577,0.003466205,0,1,2,21
2023,3,PHD,A62,Shrimp,2,0.111111111,0.076221593,0.323380833,0,1,28,0.071428571,2,18,66,66,3,3.142857143,1.62721491,7.456835495,75,577,0.129982669,0,22,7,21
2023,3,PHD,A62,UknownInsects,0,0,0,0,0,0,28,0,1,18,,,,,,,,,,,,,
2023,3,SRS,37,Coleoptera,0,0,0,0,0,0,6,0,1,3,2,2,0.090909091,0.095238095,0.095238095,0.43643578,5,4011,0.001246572,0,2,2,21
2023,3,SRS,37,Crayfish,2,0.666666667,0.333333333,0.577350269,0,1,6,0.333333333,2,3,32,32,1.454545455,1.523809524,0.388029501,1.778174559,36,4011,0.008975318,0,5,6,21
2023,3,SRS,37,Diptera,0,0,0,0,0,0,6,0,1,3,0,1,0.045454545,0,0,0,0,4011,0,0,0,1,21
2023,3,SRS,37,Fish,1,0.333333333,0.333333333,0.577350269,0,1,6,0.166666667,2,3,1297,1297,58.95454545,61.76190476,4.907673662,22.48978604,1563,4011,0.389678384,30,110,19,21
2023,3,SRS,37,Gastropoda,0,0,0,0,0,0,6,0,1,3,9,9,0.409090909,0.428571429,0.189880019,0.870139562,36,4011,0.008975318,0,3,4,21
2023,3,SRS,37,Hemiptera,0,0,0,0,0,0,6,0,1,3,188,188,8.545454545,8.952380952,0.60346693,2.765432886,188,4011,0.046871104,5,15,10,21
2023,3,SRS,37,Miscellaneous,0,0,0,0,0,0,6,0,1,3,15,15,0.681818182,0.714285714,0.184427778,0.845154255,15,4011,0.003739716,0,3,4,21
2023,3,SRS,37,Odonata,3,1,1,1.732050808,0,3,6,0.5,2,3,182,182,8.272727273,8.666666667,0.991231397,4.542392908,207,4011,0.051608078,0,18,14,21
2023,3,SRS,37,Shrimp,0,0,0,0,0,0,6,0,1,3,1726,1726,78.45454545,82.19047619,5.836102355,26.74438081,1961,4011,0.48890551,40,152,17,21
2023,3,SRS,37,UknownInsects,0,0,0,0,0,0,6,0,1,3,,,,,,,,,,,,,
2023,3,SRS,6,Coleoptera,0,0,,,0,0,3,0,1,1,0,1,0.045454545,0,0,0,0,1247,0,0,0,1,21
2023,3,SRS,6,Crayfish,0,0,,,0,0,3,0,1,1,5,5,0.227272727,0.238095238,0.095238095,0.43643578,6,1247,0.004811548,0,1,2,21
2023,3,SRS,6,Diptera,0,0,,,0,0,3,0,1,1,0,1,0.045454545,0,0,0,0,1247,0,0,0,1,21
2023,3,SRS,6,Fish,1,1,,,1,1,3,0.333333333,1,1,278,278,12.63636364,13.23809524,1.987945532,9.109910877,335,1247,0.268644747,0,37,16,21
2023,3,SRS,6,Gastropoda,0,0,,,0,0,3,0,1,1,1,1,0.045454545,0.047619048,0.047619048,0.21821789,4,1247,0.003207698,0,1,2,21
2023,3,SRS,6,Hemiptera,0,0,,,0,0,3,0,1,1,58,58,2.636363636,2.761904762,0.534098091,2.447544931,58,1247,0.046511628,0,9,8,21
2023,3,SRS,6,Miscellaneous,0,0,,,0,0,3,0,1,1,7,7,0.318181818,0.333333333,0.105409255,0.483045892,7,1247,0.005613472,0,1,2,21
2023,3,SRS,6,Odonata,2,2,,,2,2,3,0.666666667,1,1,87,87,3.954545455,4.142857143,1.265448752,5.799014695,99,1247,0.079390537,0,24,10,21
2023,3,SRS,6,Shrimp,0,0,,,0,0,3,0,1,1,649,649,29.5,30.9047619,3.630495678,16.63702125,738,1247,0.591820369,2,61,17,21
2023,3,SRS,6,UknownInsects,0,0,,,0,0,3,0,1,1,,,,,,,,,,,,,
2023,3,SRS,8,Coleoptera,0,0,0,0,0,0,5,0,1,4,2,2,0.090909091,0.095238095,0.065638327,0.300792604,5,2667,0.001874766,0,1,2,21
2023,3,SRS,8,Crayfish,1,0.25,0.25,0.5,0,1,5,0.2,2,4,9,9,0.409090909,0.428571429,0.130410133,0.597614305,10,2667,0.003749531,0,2,3,21
2023,3,SRS,8,Diptera,0,0,0,0,0,0,5,0,1,4,1,1,0.045454545,0.047619048,0.047619048,0.21821789,4,2667,0.001499813,0,1,2,21
2023,3,SRS,8,Fish,1,0.25,0.25,0.5,0,1,5,0.2,2,4,788,788,35.81818182,37.52380952,3.790727438,17.37129543,949,2667,0.355830521,11,72,19,21
2023,3,SRS,8,Gastropoda,0,0,0,0,0,0,5,0,1,4,0,1,0.045454545,0,0,0,0,2667,0,0,0,1,21
2023,3,SRS,8,Hemiptera,1,0.25,0.25,0.5,0,1,5,0.2,2,4,148,148,6.727272727,7.047619048,0.763688388,3.499659847,148,2667,0.055493063,1,15,10,21
2023,3,SRS,8,Miscellaneous,0,0,0,0,0,0,5,0,1,4,8,8,0.363636364,0.380952381,0.200904982,0.920662287,8,2667,0.002999625,0,4,3,21
2023,3,SRS,8,Odonata,1,0.25,0.25,0.5,0,1,5,0.2,2,4,64,64,2.909090909,3.047619048,0.575186059,2.635833653,73,2667,0.027371579,0,8,8,21
2023,3,SRS,8,Shrimp,1,0.25,0.25,0.5,0,1,5,0.2,2,4,1294,1294,58.81818182,61.61904762,6.963331233,31.90999246,1470,2667,0.551181102,0,167,17,21
2023,3,SRS,8,UknownInsects,0,0,0,0,0,0,5,0,1,4,,,,,,,,,,,,,
2023,3,TSL,CP,Coleoptera,0,0,0,0,0,0,10,0,1,2,12,12,0.545454545,0.571428571,0.189880019,0.870139562,32,1363,0.023477623,0,3,4,21
2023,3,TSL,CP,Crayfish,0,0,0,0,0,0,10,0,1,2,0,1,0.045454545,0,0,0,0,1363,0,0,0,1,21
2023,3,TSL,CP,Diptera,0,0,0,0,0,0,10,0,1,2,1,1,0.045454545,0.047619048,0.047619048,0.21821789,4,1363,0.002934703,0,1,2,21
2023,3,TSL,CP,Fish,3,1.5,1.5,2.121320344,0,3,10,0.3,2,2,432,432,19.63636364,20.57142857,2.150937147,9.856832293,520,1363,0.381511372,3,36,16,21
2023,3,TSL,CP,Gastropoda,0,0,0,0,0,0,10,0,1,2,66,66,3,3.142857143,1.259791582,5.773090284,264,1363,0.193690389,0,25,9,21
2023,3,TSL,CP,Hemiptera,0,0,0,0,0,0,10,0,1,2,287,287,13.04545455,13.66666667,1.007905261,4.618802154,287,1363,0.21056493,7,22,12,21
2023,3,TSL,CP,Miscellaneous,0,0,0,0,0,0,10,0,1,2,15,15,0.681818182,0.714285714,0.219771062,1.007117528,15,1363,0.011005136,0,3,4,21
2023,3,TSL,CP,Odonata,7,3.5,1.5,2.121320344,2,5,10,0.7,2,2,34,34,1.545454545,1.619047619,0.399262358,1.82964998,39,1363,0.028613353,0,7,5,21
2023,3,TSL,CP,Shrimp,0,0,0,0,0,0,10,0,1,2,178,178,8.090909091,8.476190476,1.196461146,5.482873769,202,1363,0.148202494,0,22,13,21
2023,3,TSL,CP,UknownInsects,0,0,0,0,0,0,10,0,1,2,,,,,,,,,,,,,
2023,3,TSL,MD,Coleoptera,0,0,0,0,0,0,13,0,1,8,0,1,0.045454545,0,0,0,0,1626,0,0,0,1,21
2023,3,TSL,MD,Crayfish,0,0,0,0,0,0,13,0,1,8,1,1,0.045454545,0.047619048,0.047619048,0.21821789,1,1626,0.000615006,0,1,2,21
2023,3,TSL,MD,Diptera,0,0,0,0,0,0,13,0,1,8,0,1,0.045454545,0,0,0,0,1626,0,0,0,1,21
2023,3,TSL,MD,Fish,2,0.25,0.163663418,0.46291005,0,1,13,0.153846154,2,8,590,590,26.81818182,28.0952381,2.84262183,13.02652971,711,1626,0.437269373,11,55,16,21
2023,3,TSL,MD,Gastropoda,0,0,0,0,0,0,13,0,1,8,5,5,0.227272727,0.238095238,0.136360201,0.624880941,20,1626,0.012300123,0,2,3,21
2023,3,TSL,MD,Hemiptera,1,0.125,0.125,0.353553391,0,1,13,0.076923077,2,8,73,73,3.318181818,3.476190476,0.653266691,2.993644061,73,1626,0.044895449,0,10,10,21
2023,3,TSL,MD,Miscellaneous,0,0,0,0,0,0,13,0,1,8,0,1,0.045454545,0,0,0,0,1626,0,0,0,1,21
2023,3,TSL,MD,Odonata,8,1,0.267261242,0.755928946,0,2,13,0.615384615,3,8,273,273,12.40909091,13,2.189803209,10.03493896,310,1626,0.190651907,0,37,16,21
2023,3,TSL,MD,Shrimp,2,0.25,0.163663418,0.46291005,0,1,13,0.153846154,2,8,450,450,20.45454545,21.42857143,2.061635306,9.447599846,511,1626,0.314268143,11,47,15,21
2023,3,TSL,MD,UknownInsects,0,0,0,0,0,0,13,0,1,8,,,,,,,,,,,,,
2023,3,TSL,TS,Coleoptera,1,0.083333333,0.083333333,0.288675135,0,1,23,0.043478261,2,12,3,3,0.136363636,0.142857143,0.07824608,0.358568583,8,1208,0.006622517,0,1,2,21
2023,3,TSL,TS,Crayfish,1,0.083333333,0.083333333,0.288675135,0,1,23,0.043478261,2,12,0,1,0.045454545,0,0,0,0,1208,0,0,0,1,21
2023,3,TSL,TS,Diptera,1,0.083333333,0.083333333,0.288675135,0,1,23,0.043478261,2,12,0,1,0.045454545,0,0,0,0,1208,0,0,0,1,21
2023,3,TSL,TS,Fish,4,0.333333333,0.142133811,0.492365964,0,1,23,0.173913043,2,12,499,499,22.68181818,23.76190476,1.859217401,8.520004471,601,1208,0.497516556,10,49,16,21
2023,3,TSL,TS,Gastropoda,3,0.25,0.179435141,0.621581561,0,2,23,0.130434783,3,12,9,9,0.409090909,0.428571429,0.234738239,1.075705748,36,1208,0.029801325,0,4,4,21
2023,3,TSL,TS,Hemiptera,1,0.083333333,0.083333333,0.288675135,0,1,23,0.043478261,2,12,141,141,6.409090909,6.714285714,0.796249713,3.648874582,141,1208,0.116721854,2,15,10,21
2023,3,TSL,TS,Miscellaneous,1,0.083333333,0.083333333,0.288675135,0,1,23,0.043478261,2,12,0,1,0.045454545,0,0,0,0,1208,0,0,0,1,21
2023,3,TSL,TS,Odonata,11,0.916666667,0.228908257,0.792961461,0,2,23,0.47826087,3,12,74,74,3.363636364,3.523809524,0.70918816,3.249908424,84,1208,0.069536424,0,13,9,21
2023,3,TSL,TS,Shrimp,0,0,0,0,0,0,23,0,1,12,297,297,13.5,14.14285714,1.361521758,6.239276515,338,1208,0.279801325,3,28,15,21
2023,3,TSL,TS,UknownInsects,0,0,0,0,0,0,23,0,1,12,,,,,,,,,,,,,
2023,3,WCA 3A,1,Coleoptera,0,0,0,0,0,0,7,0,1,2,0,1,0.0625,0,0,0,0,398,0,0,0,1,15
2023,3,WCA 3A,1,Crayfish,3,1.5,0.5,0.707106781,1,2,7,0.428571429,2,2,,,,,,,,,,,,,
2023,3,WCA 3A,1,Diptera,0,0,0,0,0,0,7,0,1,2,0,1,0.0625,0,0,0,0,398,0,0,0,1,15
2023,3,WCA 3A,1,Fish,1,0.5,0.5,0.707106781,0,1,7,0.142857143,2,2,,,,,,,,,,,,,
2023,3,WCA 3A,1,Gastropoda,0,0,0,0,0,0,7,0,1,2,3,3,0.1875,0.2,0.106904497,0.414039336,12,398,0.030150754,0,1,2,15
2023,3,WCA 3A,1,Hemiptera,1,0.5,0.5,0.707106781,0,1,7,0.142857143,2,2,48,48,3,3.2,0.971988634,3.764495792,48,398,0.120603015,0,11,7,15
2023,3,WCA 3A,1,Miscellaneous,0,0,0,0,0,0,7,0,1,2,17,17,1.0625,1.133333333,0.456348516,1.767430203,17,398,0.042713568,0,6,5,15
2023,3,WCA 3A,1,Odonata,1,0.5,0.5,0.707106781,0,1,7,0.142857143,2,2,120,120,7.5,8,1.511857892,5.855400438,136,398,0.341708543,1,22,10,15
2023,3,WCA 3A,1,Shrimp,0,0,0,0,0,0,7,0,1,2,163,163,10.1875,10.86666667,1.548783445,5.998412488,185,398,0.464824121,1,28,8,15
2023,3,WCA 3A,1,UknownInsects,1,0.5,0.5,0.707106781,0,1,7,0.142857143,2,2,,,,,,,,,,,,,
2023,3,WCA 3A,2,Coleoptera,1,0.090909091,0.090909091,0.301511345,0,1,22,0.045454545,2,11,1,1,0.0625,0.066666667,0.066666667,0.25819889,3,774,0.003875969,0,1,2,15
2023,3,WCA 3A,2,Crayfish,5,0.454545455,0.157459164,0.522232968,0,1,22,0.227272727,2,11,55,55,3.4375,3.666666667,0.97914767,3.792222618,62,774,0.080103359,0,12,8,15
2023,3,WCA 3A,2,Diptera,8,0.727272727,0.540889992,1.793929156,0,6,22,0.363636364,3,11,3,3,0.1875,0.2,0.144749373,0.560611911,12,774,0.015503876,0,2,3,15
2023,3,WCA 3A,2,Fish,1,0.090909091,0.090909091,0.301511345,0,1,22,0.045454545,2,11,290,290,18.125,19.33333333,2.076321534,8.041558721,349,774,0.450904393,12,42,10,15
2023,3,WCA 3A,2,Gastropoda,0,0,0,0,0,0,22,0,1,11,4,4,0.25,0.266666667,0.118187368,0.457737708,16,774,0.020671835,0,1,2,15
2023,3,WCA 3A,2,Hemiptera,1,0.090909091,0.090909091,0.301511345,0,1,22,0.045454545,2,11,37,37,2.3125,2.466666667,0.729426824,2.825057943,37,774,0.047803618,0,9,7,15
2023,3,WCA 3A,2,Miscellaneous,1,0.090909091,0.090909091,0.301511345,0,1,22,0.045454545,2,11,6,6,0.375,0.4,0.130930734,0.507092553,6,774,0.007751938,0,1,2,15
2023,3,WCA 3A,2,Odonata,2,0.181818182,0.121967344,0.404519917,0,1,22,0.090909091,2,11,107,107,6.6875,7.133333333,1.00884973,3.907258203,122,774,0.157622739,0,15,12,15
2023,3,WCA 3A,2,Shrimp,0,0,0,0,0,0,22,0,1,11,147,147,9.1875,9.8,2.120646802,8.213229746,167,774,0.215762274,1,32,11,15
2023,3,WCA 3A,2,UknownInsects,3,0.272727273,0.140835758,0.467099366,0,1,22,0.136363636,2,11,,,,,,,,,,,,,
2023,3,WCA 3A,3,Coleoptera,1,1,,,1,1,1,1,1,1,7,7,0.4375,0.466666667,0.16523192,0.639940473,18,219,0.082191781,0,2,3,15
2023,3,WCA 3A,3,Crayfish,0,0,,,0,0,1,0,1,1,7,7,0.4375,0.466666667,0.16523192,0.639940473,8,219,0.03652968,0,2,3,15
2023,3,WCA 3A,3,Diptera,0,0,,,0,0,1,0,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,4,219,0.01826484,0,1,2,15
2023,3,WCA 3A,3,Fish,0,0,,,0,0,1,0,1,1,98,98,6.125,6.533333333,0.779906384,3.020564438,118,219,0.538812785,2,11,9,15
2023,3,WCA 3A,3,Gastropoda,0,0,,,0,0,1,0,1,1,0,1,0.0625,0,0,0,0,219,0,0,0,1,15
2023,3,WCA 3A,3,Hemiptera,0,0,,,0,0,1,0,1,1,63,63,3.9375,4.2,0.698297249,2.704493615,63,219,0.287671233,0,10,8,15
2023,3,WCA 3A,3,Miscellaneous,0,0,,,0,0,1,0,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,1,219,0.00456621,0,1,2,15
2023,3,WCA 3A,3,Odonata,0,0,,,0,0,1,0,1,1,5,5,0.3125,0.333333333,0.159363815,0.6172134,6,219,0.02739726,0,2,3,15
2023,3,WCA 3A,3,Shrimp,0,0,,,0,0,1,0,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,1,219,0.00456621,0,1,2,15
2023,3,WCA 3A,3,UknownInsects,0,0,,,0,0,1,0,1,1,,,,,,,,,,,,,
2023,3,WCA 3A,4,Coleoptera,0,0,0,0,0,0,4,0,1,4,0,1,0.0625,0,0,0,0,408,0,0,0,1,15
2023,3,WCA 3A,4,Crayfish,1,0.25,0.25,0.5,0,1,4,0.25,2,4,,,,,,,,,,,,,
2023,3,WCA 3A,4,Diptera,0,0,0,0,0,0,4,0,1,4,0,1,0.0625,0,0,0,0,408,0,0,0,1,15
2023,3,WCA 3A,4,Fish,0,0,0,0,0,0,4,0,1,4,,,,,,,,,,,,,
2023,3,WCA 3A,4,Gastropoda,0,0,0,0,0,0,4,0,1,4,0,1,0.0625,0,0,0,0,408,0,0,0,1,15
2023,3,WCA 3A,4,Hemiptera,1,0.25,0.25,0.5,0,1,4,0.25,2,4,16,16,1,1.066666667,0.419372169,1.624221425,16,408,0.039215686,0,5,5,15
2023,3,WCA 3A,4,Miscellaneous,1,0.25,0.25,0.5,0,1,4,0.25,2,4,7,7,0.4375,0.466666667,0.191899445,0.743223353,7,408,0.017156863,0,2,3,15
2023,3,WCA 3A,4,Odonata,1,0.25,0.25,0.5,0,1,4,0.25,2,4,95,95,5.9375,6.333333333,1.510807626,5.851332775,108,408,0.264705882,0,19,10,15
2023,3,WCA 3A,4,Shrimp,0,0,0,0,0,0,4,0,1,4,244,244,15.25,16.26666667,2.375403057,9.19989648,277,408,0.678921569,0,36,12,15
2023,3,WCA 3A,4,UknownInsects,0,0,0,0,0,0,4,0,1,4,,,,,,,,,,,,,
2023,3,WCA 3A,5,Coleoptera,0,0,,,0,0,1,0,1,1,0,1,0.0625,0,0,0,0,633,0,0,0,1,15
2023,3,WCA 3A,5,Crayfish,0,0,,,0,0,1,0,1,1,,,,,,,,,,,,,
2023,3,WCA 3A,5,Diptera,0,0,,,0,0,1,0,1,1,0,1,0.0625,0,0,0,0,633,0,0,0,1,15
2023,3,WCA 3A,5,Fish,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,
2023,3,WCA 3A,5,Gastropoda,0,0,,,0,0,1,0,1,1,0,1,0.0625,0,0,0,0,633,0,0,0,1,15
2023,3,WCA 3A,5,Hemiptera,0,0,,,0,0,1,0,1,1,29,29,1.8125,1.933333333,0.419372169,1.624221425,29,633,0.045813586,0,6,6,15
2023,3,WCA 3A,5,Miscellaneous,0,0,,,0,0,1,0,1,1,1,1,0.0625,0.066666667,0.066666667,0.25819889,1,633,0.001579779,0,1,2,15
2023,3,WCA 3A,5,Odonata,0,0,,,0,0,1,0,1,1,55,55,3.4375,3.666666667,0.59093684,2.288688541,62,633,0.097946288,0,9,8,15
2023,3,WCA 3A,5,Shrimp,0,0,,,0,0,1,0,1,1,476,476,29.75,31.73333333,4.84273306,18.75582449,541,633,0.854660348,2,73,15,15
2023,3,WCA 3A,5,UknownInsects,0,0,,,0,0,1,0,1,1,,,,,,,,,,,,,
2023,3,WCA 3B,7,Coleoptera,0,0,0,0,0,0,8,0,1,6,,,,,,,,,,,,,
2023,3,WCA 3B,7,Crayfish,1,0.166666667,0.166666667,0.40824829,0,1,8,0.125,2,6,3,3,0.1875,0.2,0.106904497,0.414039336,3,338,0.00887574,0,1,2,15
2023,3,WCA 3B,7,Diptera,0,0,0,0,0,0,8,0,1,6,,,,,,,,,,,,,
2023,3,WCA 3B,7,Fish,1,0.166666667,0.166666667,0.40824829,0,1,8,0.125,2,6,278,278,17.375,18.53333333,2.963052909,11.47585457,335,338,0.99112426,1,39,11,15
2023,3,WCA 3B,7,Gastropoda,0,0,0,0,0,0,8,0,1,6,,,,,,,,,,,,,
2023,3,WCA 3B,7,Hemiptera,0,0,0,0,0,0,8,0,1,6,,,,,,,,,,,,,
2023,3,WCA 3B,7,Miscellaneous,0,0,0,0,0,0,8,0,1,6,,,,,,,,,,,,,
2023,3,WCA 3B,7,Odonata,4,0.666666667,0.210818511,0.516397779,0,1,8,0.5,2,6,,,,,,,,,,,,,
2023,3,WCA 3B,7,Shrimp,2,0.333333333,0.210818511,0.516397779,0,1,8,0.25,2,6,,,,,,,,,,,,,
2023,3,WCA 3B,7,UknownInsects,0,0,0,0,0,0,8,0,1,6,,,,,,,,,,,,,
2023,4,PHD,A62,Coleoptera,0,0,0,0,0,0,5,0,1,4,12,12,0.545454545,0.571428571,0.207146015,0.949262293,32,361,0.088642659,0,3,4,21
2023,4,PHD,A62,Crayfish,0,0,0,0,0,0,5,0,1,4,0,1,0.045454545,0,0,0,0,361,0,0,0,1,21
2023,4,PHD,A62,Diptera,1,0.25,0.25,0.5,0,1,5,0.2,2,4,0,1,0.045454545,0,0,0,0,361,0,0,0,1,21
2023,4,PHD,A62,Fish,1,0.25,0.25,0.5,0,1,5,0.2,2,4,107,107,4.863636364,5.095238095,0.875336022,4.011293581,129,361,0.35734072,0,10,8,21
2023,4,PHD,A62,Gastropoda,0,0,0,0,0,0,5,0,1,4,25,25,1.136363636,1.19047619,0.310719022,1.42389344,100,361,0.27700831,0,4,5,21
2023,4,PHD,A62,Hemiptera,0,0,0,0,0,0,5,0,1,4,56,56,2.545454545,2.666666667,0.59914469,2.745625892,56,361,0.155124654,1,11,7,21
2023,4,PHD,A62,Miscellaneous,0,0,0,0,0,0,5,0,1,4,0,1,0.045454545,0,0,0,0,361,0,0,0,1,21
2023,4,PHD,A62,Odonata,3,0.75,0.25,0.5,0,1,5,0.6,2,4,8,8,0.363636364,0.380952381,0.305196576,1.398586414,9,361,0.024930748,0,5,4,21
2023,4,PHD,A62,Shrimp,0,0,0,0,0,0,5,0,1,4,31,31,1.409090909,1.476190476,0.630010009,2.887068554,35,361,0.096952909,0,9,6,21
2023,4,PHD,A62,UknownInsects,0,0,0,0,0,0,5,0,1,4,,,,,,,,,,,,,
2023,4,SRS,37,Coleoptera,0,0,,,0,0,2,0,1,1,7,7,0.318181818,0.333333333,0.159363815,0.730296743,18,2425,0.00742268,0,3,3,21
2023,4,SRS,37,Crayfish,1,1,,,1,1,2,0.5,1,1,8,8,0.363636364,0.380952381,0.128659582,0.589592272,9,2425,0.00371134,0,2,3,21
2023,4,SRS,37,Diptera,0,0,,,0,0,2,0,1,1,0,1,0.045454545,0,0,0,0,2425,0,0,0,1,21
2023,4,SRS,37,Fish,0,0,,,0,0,2,0,1,1,822,822,37.36363636,39.14285714,5.216861725,23.90666375,990,2425,0.408247423,11,86,19,21
2023,4,SRS,37,Gastropoda,0,0,,,0,0,2,0,1,1,5,5,0.227272727,0.238095238,0.095238095,0.43643578,20,2425,0.008247423,0,1,2,21
2023,4,SRS,37,Hemiptera,0,0,,,0,0,2,0,1,1,184,184,8.363636364,8.761904762,0.935808186,4.288411849,184,2425,0.075876289,1,17,12,21
2023,4,SRS,37,Miscellaneous,0,0,,,0,0,2,0,1,1,14,14,0.636363636,0.666666667,0.232310684,1.064581295,14,2425,0.005773196,0,4,4,21
2023,4,SRS,37,Odonata,1,1,,,1,1,2,0.5,1,1,169,169,7.681818182,8.047619048,0.803196562,3.680709041,192,2425,0.079175258,1,15,12,21
2023,4,SRS,37,Shrimp,0,0,,,0,0,2,0,1,1,878,878,39.90909091,41.80952381,3.795748905,17.39430668,998,2425,0.411546392,24,85,15,21
2023,4,SRS,37,UknownInsects,0,0,,,0,0,2,0,1,1,,,,,,,,,,,,,
2023,4,SRS,7,Coleoptera,0,0,0,0,0,0,4,0,1,4,8,8,0.363636364,0.380952381,0.161484047,0.74001287,21,1497,0.014028056,0,3,3,21
2023,4,SRS,7,Crayfish,2,0.5,0.288675135,0.577350269,0,1,4,0.5,2,4,25,25,1.136363636,1.19047619,0.400113363,1.833549771,28,1497,0.018704075,0,8,5,21
2023,4,SRS,7,Diptera,1,0.25,0.25,0.5,0,1,4,0.25,2,4,0,1,0.045454545,0,0,0,0,1497,0,0,0,1,21
2023,4,SRS,7,Fish,0,0,0,0,0,0,4,0,1,4,290,290,13.18181818,13.80952381,1.59257062,7.298075415,349,1497,0.233132933,3,32,13,21
2023,4,SRS,7,Gastropoda,0,0,0,0,0,0,4,0,1,4,1,1,0.045454545,0.047619048,0.047619048,0.21821789,4,1497,0.002672011,0,1,2,21
2023,4,SRS,7,Hemiptera,1,0.25,0.25,0.5,0,1,4,0.25,2,4,158,158,7.181818182,7.523809524,0.785642132,3.600264541,158,1497,0.105544422,2,17,11,21
2023,4,SRS,7,Miscellaneous,0,0,0,0,0,0,4,0,1,4,9,9,0.409090909,0.428571429,0.147542223,0.676123404,9,1497,0.006012024,0,2,3,21
2023,4,SRS,7,Odonata,0,0,0,0,0,0,4,0,1,4,161,161,7.318181818,7.666666667,1.11126983,5.092478113,183,1497,0.122244489,0,19,13,21
2023,4,SRS,7,Shrimp,0,0,0,0,0,0,4,0,1,4,656,656,29.81818182,31.23809524,3.050296443,13.97821434,745,1497,0.497661991,10,60,20,21
2023,4,SRS,7,UknownInsects,0,0,0,0,0,0,4,0,1,4,,,,,,,,,,,,,
2023,4,SRS,8,Coleoptera,0,0,,,0,0,2,0,1,1,16,16,0.727272727,0.761904762,0.247893621,1.135991281,42,2021,0.020781791,0,4,5,21
2023,4,SRS,8,Crayfish,0,0,,,0,0,2,0,1,1,4,4,0.181818182,0.19047619,0.111676566,0.511766316,5,2021,0.002474023,0,2,3,21
2023,4,SRS,8,Diptera,0,0,,,0,0,2,0,1,1,0,1,0.045454545,0,0,0,0,2021,0,0,0,1,21
2023,4,SRS,8,Fish,0,0,,,0,0,2,0,1,1,619,619,28.13636364,29.47619048,2.990953859,13.70627246,746,2021,0.369124196,12,59,18,21
2023,4,SRS,8,Gastropoda,0,0,,,0,0,2,0,1,1,4,4,0.181818182,0.19047619,0.087805185,0.402373908,16,2021,0.007916873,0,1,2,21
2023,4,SRS,8,Hemiptera,0,0,,,0,0,2,0,1,1,201,201,9.136363636,9.571428571,0.945091148,4.330951726,201,2021,0.099455715,1,18,13,21
2023,4,SRS,8,Miscellaneous,0,0,,,0,0,2,0,1,1,11,11,0.5,0.523809524,0.177536685,0.813575296,11,2021,0.00544285,0,3,4,21
2023,4,SRS,8,Odonata,2,2,,,2,2,2,1,1,1,143,143,6.5,6.80952381,1.281032039,5.870426285,162,2021,0.080158337,0,23,11,21
2023,4,SRS,8,Shrimp,0,0,,,0,0,2,0,1,1,737,737,33.5,35.0952381,2.838430789,13.00732394,838,2021,0.414646215,13,59,18,21
2023,4,SRS,8,UknownInsects,0,0,,,0,0,2,0,1,1,,,,,,,,,,,,,
